"CountryName"	"CountryCode"	"Adolescent fertility rate (births per 1,000 women ages 15-19)"	"Age dependency ratio (% of working-age population)"	"Age dependency ratio, old (% of working-age population)"	"Age dependency ratio, young (% of working-age population)"	"Business extent of disclosure index (0=less disclosure to 10=more disclosure)"	"Cost of business start-up procedures (% of GNI per capita)"	"Cost to export (US$ per container)"	"Cost to import (US$ per container)"	"Depth of credit information index (0=low to 8=high)"	"Diabetes prevalence (% of population ages 20 to 79)"	"Distance to frontier score (0=lowest performance to 100=frontier)"	"Documents to export (number)"	"Documents to import (number)"	"Ease of doing business index (1=most business-friendly regulations)"	"Fixed broadband subscriptions"	"Fixed telephone subscriptions"	"Fixed telephone subscriptions (per 100 people)"	"Foreign direct investment, net inflows (% of GDP)"	"Foreign direct investment, net inflows (BoP, current US$)"	"GDP at market prices (current US$)"	"GDP growth (annual %)"	"GDP per capita (current US$)"	"GDP per capita growth (annual %)"	"Immunization, DPT (% of children ages 12-23 months)"	"Immunization, measles (% of children ages 12-23 months)"	"Improved sanitation facilities (% of population with access)"	"Improved sanitation facilities, rural (% of rural population with access)"	"Improved sanitation facilities, urban (% of urban population with access)"	"Improved water source (% of population with access)"	"Improved water source, rural (% of rural population with access)"	"Improved water source, urban (% of urban population with access)"	"Incidence of tuberculosis (per 100,000 people)"	"Internet users (per 100 people)"	"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)"	"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)"	"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)"	"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)"	"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)"	"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)"	"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)"	"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)"	"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)"	"Labor force, female (% of total labor force)"	"Labor force, total"	"Land area (sq. km)"	"Lifetime risk of maternal death (%)"	"Lifetime risk of maternal death (1 in: rate varies by country)"	"Maternal mortality ratio (modeled estimate, per 100,000 live births)"	"Merchandise exports (current US$)"	"Merchandise exports by the reporting economy (current US$)"	"Merchandise exports by the reporting economy, residual (% of total merchandise exports)"	"Merchandise exports to high-income economies (% of total merchandise exports)"	"Merchandise imports (current US$)"	"Merchandise imports by the reporting economy (current US$)"	"Merchandise imports by the reporting economy, residual (% of total merchandise imports)"	"Merchandise imports from high-income economies (% of total merchandise imports)"	"Mobile cellular subscriptions"	"Mobile cellular subscriptions (per 100 people)"	"Mortality rate, infant (per 1,000 live births)"	"Mortality rate, neonatal (per 1,000 live births)"	"Mortality rate, under-5 (per 1,000)"	"Number of maternal deaths"	"Population ages 65 and above (% of total)"	"Population density (people per sq. km of land area)"	"Population growth (annual %)"	"Population, ages 0-14 (% of total)"	"Population, ages 15-64 (% of total)"	"Population, female (% of total)"	"Population, total"	"Private credit bureau coverage (% of adults)"	"Procedures to build a warehouse (number)"	"Procedures to register property (number)"	"Proportion of seats held by women in national parliaments (%)"	"Public credit registry coverage (% of adults)"	"Ratio of female to male labor force participation rate (%) (modeled ILO estimate)"	"Refugee population by country or territory of asylum"	"Refugee population by country or territory of origin"	"Rural population"	"Rural population (% of total population)"	"Rural population growth (annual %)"	"Secure Internet servers"	"Secure Internet servers (per 1 million people)"	"Start-up procedures to register a business (number)"	"Strength of legal rights index (0=weak to 12=strong)"	"Surface area (sq. km)"	"Tax payments (number)"	"Time required to build a warehouse (days)"	"Time required to enforce a contract (days)"	"Time required to get electricity (days)"	"Time required to register property (days)"	"Time required to start a business (days)"	"Time to export (days)"	"Time to import (days)"	"Time to prepare and pay taxes (hours)"	"Total tax rate (% of commercial profits)"	"Tuberculosis case detection rate (%, all forms)"	"Urban population"	"Urban population (% of total)"	"Urban population growth (annual %)"
"Cabo Verde"	"CPV"	73.6546	53.1337066029387	7.23793404510821	45.8957725578305	1	14.3	1125	925	6	5.85	55.28	7	7	124	19076	58534	11.6222596830654	7.07791726924023	132441072.83777	1871187070.99534	2.79984680285727	3641.10765586575	1.47000558375223	95	93	72	54.3	81.6	91.7	87.3	94	138	40.26	47.4000015258789	72.1999969482422	60	56	51.9000015258789	86.599998474121	83.9000015258789	71.5	67.8000030517578	39.2354949364962	244001	4030	0.117173145054218	850	44	1.15e+08	113400402.1	0.942408384589846	87.5160052067032	6.54e+08	849388961.6	1.1714830250334	84.0481167438873	613378	121.789701709763	21.3	12.6	25.2	5	4.72654532151794	127.520099255583	1.30206194557833	29.971045288438	65.3024093900441	50.6787233462929	513906	0	16	6	20.8	16.7	61.859357070298	0	27	180689	35.16	-0.705902153087839	26	50.5929099874296	7	2	4030	30	140	425	88	22	10	20	20	186	36.5	39	333217	64.84	2.40799114318417
"Cambodia"	"KHM"	51.0532	55.8095570343508	6.25572667212727	49.5538303622235	5	139.5	795	930	5	2.96	52.78	8	9	133	31900	438100	2.84327831742305	10.3133535569742	1730355930.06587	16777820332.7059	7.07152535164744	1094.57668777899	5.32819173788897	97	94	40.8	29.1	86	73.4	67.1	97.8	390	9	73.099998474121	72.3000030517578	72.6999969482422	82.099998474121	78.6999969482422	88.1999969482422	86.599998474121	85	82.5	49.8210487488371	8623857	176520	0.496150656368881	200	167	1.08e+10	10734589145	0.249889365873582	80.7127438235897	1.35e+10	17500115321	0.127425627243727	28.1062128688805	23900000	155.111508300413	26.3	15.7	30.6	620	4.01498264368218	86.8351234987537	1.64159612591134	31.8041019469034	64.1809154094144	51.2331897368343	15328136	29.3	20	7	20.3	0	90.8775962297047	63	13062	12183722	79.486	1.39656536448198	46	3.00101721435666	11	11	181040	40	652	483	179	56	101	22	24	173	21	72	3144414	20.514	2.59673266030386
"Cameroon"	"CMR"	106.853	85.1125179895881	5.95789145973645	79.1546265298516	7	34.3	1379	2267	1	5.92	44.02	11	12	168	16248	1051356	4.6074453543052	1.56376665874689	501200000	32050817632.9602	5.92696495921939	1407.40341322234	3.31357116740915	87	80	45.6	26.8	61.8	75.4	52.7	94.8	220	11	44.4000015258789	51	47.7000007629395	65.599998474121	64	77.099998474121	76.9000015258789	71.4000015258789	70.4000015258789	45.7019820006739	9176788	472710	2.98936840115219	33	609	4.513e+09	5924764115	3.08543177088965	56.6500929407547	6529115590.39337	7464020279	0.432508182262942	40.7151501712843	17270312	75.6851330964976	58.6	26.1	90.6	5100	3.21852434640405	48.1754437181359	2.49811030629492	42.7602775811757	54.0211980724203	50.0048566254779	22773014	0	15	5	31.1	5.4	83.2249658388658	226489	10761	10516806	46.181	1.27353540054372	38	1.66864166508658	5	6	475440	44	151	800	64	86	15	23	25	630	48.8	52	12256208	53.819	3.56098212517996
"Chad"	"TCD"	137.173	101.80084308371	4.96876384061434	96.8320792430961	7	150.6	6615	9025	0	5.77	37.83	8	11	182	10131	23580	0.178485651434024	5.46248910638625	760500000	13922224560.7939	7.30000071305781	1024.66845170869	3.81523217534421	46	54	12	6.5	31.4	50.8	44.8	71.8	159	2.5	56	56.7000007629395	56.4000015258789	64.599998474121	64	79.1999969482422	79.1999969482422	71.9000015258789	71.599998474121	44.9582138573086	5060290	1259200	5.74455749737045	17	881	4.2e+09	2709716242	5.65946980070137	93.7302967109082	3.5e+09	1554334709	29.7606607939468	49.9053617300449	5251560	39.7509799679755	86.7	39.9	142.9	5400	2.4622116363276	10.7902263341804	3.3015950889173	47.9839815153441	49.5538068483283	49.9454959070227	13587053	0	13	6	14.9	2.1	80.8080839218018	452897	14855	10551569	77.659	3.15489956278666	2	0.147198954769662	9	6	1284000	54	221	743	67	44	60	70	90	732	63.5	55	3035484	22.341	3.81320036147377
"Chile"	"CHL"	48.1088	45.2698959430431	15.5412844426859	29.7286115003572	8	0.7	910	860	6	11.19	70.86	5	5	48	2503072	3407534	19.1726705268946	8.52575066906243	22001682014.091	258061522886.53	1.89404902379226	14528.3258112673	0.82240497916699	92	94	99	90.9	100	99	93.3	99.7	16	72.35	31.8999996185303	44.4000015258789	38.2000007629395	55.5999984741211	49.4000015258789	80	75	67.8000030517578	61.9000015258789	40.7580924509794	8745002	743532	0.040448065544907	2500	23	76648340000	75674897797	0.442694507100181	53.0363577686524	72346999000	72166943720	3.6196273368718	50.8653800722891	23683351	133.255628761386	7.2	5.1	8.3	53	10.6982140668561	23.8895528369996	1.05729358069562	20.4643992531068	68.837386680037	50.6693005834097	17762647	8.8	13	6	15.8	44.7	65.8666687011718	1773	579	1890656	10.644	-0.628910341316603	2267	127.627374456071	7	4	756096	7	152	480	30	28.5	5.5	15	12	291	27.9	85	15871991	89.356	1.26006097657966
"China"	"CHN"	7.3478	35.8465054674641	12.4743510397393	23.3721544277249	10	0.9	823	800	6	8.64	62.81	8	5	83	200483000	249430000	17.8958884123549	2.79190612286994	289097181064.335	10354831729340.4	7.26846092873832	7590.01644054361	6.72672088036153	99	99	75.4	62.8	85.9	94.8	91.5	97.5	68	49.3	53.9000015258789	58.5999984741211	56.4000015258789	70.4000015258789	64	84.3000030517578	78.4000015258789	77.599998474121	71.4000015258789	43.8665323975219	806498521	9388211	0.0437977699701949	2300	28	2.342747e+12	2.34322e+12	0.095760137631123	73.327511098275	1.96029e+12	1.96311e+12	8.73121761108649	66.5371885200014	1286093000	92.2734908227189	9.8	5.9	11.4	4600	9.18268084838188	145.317355990401	0.506311591779847	17.2048256929075	73.6124934587106	48.4849111605221	1364270000	0	22	4	23.4	33.2	81.6326514724293	301052	210730	621970693	45.59	-2.18152204356208	9602	7.03819625147515	11	4	9562911	9	244.3	452.8	143.2	19.5	31.4	21	24	261	68.5	88	742299307	54.41	2.81543653576473
"Colombia"	"COL"	51.6738	45.9039403051382	9.86347220740701	36.0404680977312	9	7.5	2355	2470	7	7.26	69.89	4	6	52	5026431	7180937	14.6760272788069	4.27570009186239	16151013401.8753	377739622865.838	4.55250099165391	7903.92577311647	3.57016491452215	90	91	81.1	67.9	85.2	91.3	73.8	96.8	33	52.57	39.7000007629395	52.5	46.2000007629395	60	56	82.5	79.6999969482422	71	67.5	42.5953529099735	24290685	1109500	0.130029565815804	770	66	54828126952.6999	54794812058	2.97502625663628	59.1329622623815	6.4029e+10	64028791861	2.67374390370586	56.9323391610074	55330727	113.082075334767	14.1	8.8	16.4	490	6.76025074222047	43.074712032447	0.944004217769977	24.7015043064344	68.5382449513451	50.7536744116247	47791393	87	10	6	19.9	0	70.2634907707297	213	103150	11392990	23.839	-0.215409200163505	2253	47.14237980048	8	12	1141749	11	73	1288	102	16	11	14	13	239	77.3	76	36398403	76.161	1.30968960784364
"Congo, Dem. Rep."	"ZAR"	122.9484	96.5654134371965	5.82165422971837	90.7437592074781	7	30	3365	4290	0	7.56	34.79	7	10	187	500	0	0	-1.03740933933145	-343601083.419347	33121070959.3936	9.04659616061964	442.339539367328	5.66181022089916	80	77	28.3	28.1	28.6	52.1	30.9	81.3	325	3	48.2000007629395	42.2000007629395	45.2000007629395	71.5	70.6999969482422	73.5	73.3000030517578	72.5	72	49.6872645974111	29023417	2267050	4.28305434487846	23	717	6.6e+09	6560000350	0.10331571730755	26.6515513782241	6.5e+09	7544761528	0.0734670781359861	24.4332099258499	37102958	53.4932163754393	76.5	30.6	101.7	23000	2.96168798361794	33.0283981385501	3.15317544960179	46.1646622468867	50.8736497694954	50.1433042950555	74877030	0	10	7	10.6	0.2	96.45292497235	119754	516562	43446648	58.024	2.269528345457	30	0.400656917081246	7	6	2344860	50	150	610	65	44	16	44	63	340	54.7	48	31430382	41.976	4.3876540942115
"Congo, Rep."	"COG"	119.234	86.0768716682459	6.78862067341809	79.2882509948278	7	52.7	3795	7590	2	5.91	41.48	11	10	174	500	16300	0.35756638998779	38.8099689007386	5502260246.9585	14177440494.8152	6.77994095325852	3147.07216061205	4.15775428269902	90	80	14.9	5.6	20	76.3	40	95.8	381	7.11	44.2999992370605	44.7000007629395	44.5	69.9000015258789	68.5	74.099998474121	73	72	70.6999969482422	48.6679785826165	1827861	341500	2.30019478144591	43	452	8.614e+09	9550575321	0.296759824788133	35.4974262966386	6.2e+09	5324282335	1.48447475588359	54.0225778610632	4930100	108.149574188884	34.4	18.6	47.1	750	3.64828826525062	13.1916896046852	2.48634721343358	42.610481509056	53.7412302256934	49.9827079562491	4504962	0	12	6	7.4	9.4	93.8356164383562	54842	14497	1578674	35.043	1.27805902475225	7	1.55384218557226	11	6	342000	49	164	560	135	55	53	50	54	602	55	58	2926288	64.957	3.14430841913831
"Costa Rica"	"CRI"	57.0388	45.5577053457572	12.5185710054899	33.0391343402673	2	11.5	1020	1070	7	9.5	63.59	5	5	79	515840	881217	17.8465112181548	5.20278250505995	2578112998.58844	49552580683.1461	3.50235223124649	10415.4443817218	2.38907680013058	91	95	94.5	92.3	95.2	97.7	91.9	99.6	11	49.41	36.7000007629395	57.2000007629395	47.2999992370605	51.2000007629395	46.7000007629395	84.099998474121	79	68	63	37.2713434043014	2316957	51060	0.0490841459292899	2000	26	11251852805.7	11251852806	0.102220550324533	65.3720647536171	17186173016.93	17183821606	2.71357392192192	65.7459198614774	7101893	143.82837949635	8.6	6.3	9.9	18	8.60041794129232	93.1767724245985	1.08143042772854	22.6983066693627	68.701275389345	49.9553556978026	4757606	100	15	5	33.3	27.4	59.1139250163791	12924	417	1145869	24.085	-2.82310187405833	473	99.4197501852823	9	2	51100	23	118	852	55	19	24	14	14	163	58	87	3611737	75.915	2.35274122354003
"Cote d'Ivoire"	"CIV"	135.464	84.3652116000164	5.5952329046338	78.7699786953826	7	20	1390	1960	0	5.56	49.71	9	13	145	57914	242684	1.16648226988671	1.34887523407867	462038432.8298	34253607832.4092	8.54646785215148	1545.94224924803	5.92740810740622	67	63	22.3	10.3	32.8	81.8	68.8	93.1	165	14.6	40.5	61.0999984741211	50.9000015258789	53.2999992370605	52.5	81.9000015258789	81.3000030517578	67.9000015258789	67.3000030517578	37.9640076340347	8540700	318000	3.30026660155576	30	665	1.2783e+10	12843612834	1.57083178789886	45.9250364222612	9.935e+09	12226446403	8.10526969672841	41.0159808532751	22104575	106.247609322745	68.5	38.6	95.5	5500	3.03486371212632	69.6764371069182	2.44243260978919	42.7249685620059	54.2401677258678	49.1022496754653	22157107	0	23	6	9.4	3.2	64.5756433324819	1925	71959	10307708	46.521	0.921419470539466	57	2.57253801229556	4	6	322460	63	347	525	55	30	7	25	32	270	51.9	64	11849399	53.479	3.78463207993547
"Croatia"	"HRV"	9.925	50.5444817650847	28.0021833285241	22.5422984365605	3	3.5	1335	1185	6	5.52	72.5	6	7	39	984485	1568675	36.7195422144529	6.89314869457201	3936910852.9187	57113389357.4472	-0.360434269363935	13475.2589621781	0.0462684865982936	95	94	97.1	95.9	98	99.6	99.7	99.6	12	68.57	24.7000007629395	34	29.3999996185303	58.5999984741211	44.7000007629395	69.6999969482422	58.4000015258789	64.099998474121	51.2000007629395	45.6891010528347	1845114	55960	0.0131223087270754	7600	9	13604769950	13680271000	1.04163872192298	70.8795096237494	22313220300	22515960000	1.30928905540781	83.1091901033756	4461352	104.431321400248	3.8	2.7	4.5	4	18.6005954622963	75.7396175839886	-0.407343184777633	14.9738489557793	66.4255555819245	51.7752610346269	4238389	100	19	5	23.8	0	76.5410951969436	679	40126	1752320	41.344	-1.12308670667023	930	219.526012652252	7	5	56590	19	128	572	70	72	15	16	14	208	18.4	94	2486069	58.656	0.100248577358384
"Cyprus"	"CYP"	5.0858	41.455411783026	17.7663773368826	23.6890344461433	8	12.6	865	1010	4	9.26	67.37	5	7	60	243611	327874	28.4351697833067	3.70761796690318	861137243.592562	23226158986.1653	-2.25525909069297	27194.3918374826	-1.35572442990987	99	86	100	100	100	100	100	100	5.3	69.33	38	43.2000007629395	40.7000007629395	66.5	56.2000007629395	79.8000030517578	71.3000030517578	73.4000015258789	63.9000015258789	43.1835993827935	613733	9240	0.0107796078596555	9300	7	1799054700	1683180300	13.8431812682218	65.7717358027539	6712113400	6722011500	3.62948203822621	85.3635864800291	1110802	96.3353101058229	2.6	1.5	2.9	1	12.5597014019753	124.854761904762	1.04614274289616	16.7466441527732	70.6936544452515	48.9677183359366	1153658	6.8	8	7	12.5	0	78.821877079224	5126	10	380488	32.981	1.39234631902764	700	606.765609912123	6	7	9250	29	677	1100	207	9	8	7	5	146.5	23	64	773170	67.019	0.876210062199414
"Czech Republic"	"CZE"	10.1304	47.9097025500734	25.9477320093948	21.9619705406786	2	6.9	1240	1215	7	6.59	73.86	4	6	33	2968880	1887200	17.5709289390369	2.3728746166208	4870792838.1139	205269709743.466	1.97815404498431	19529.8435634643	2.01411129399361	99	99	99.1	99.2	99.1	100	100	100	4.6	79.71	26.6000003814697	37.5	32.2000007629395	65.599998474121	51.2999992370605	80.9000015258789	68.4000015258789	73.3000030517578	59.5999984741211	44.1209029873676	5334161	77230	0.00670618845987528	14900	4	173778560850	1.71819e+11	0.0643345031690325	91.2968505811348	152239191800	1.51711e+11	0.602898471435822	86.5017949917936	13966200	130.033439883625	2.9	1.9	3.5	5	17.5429535565292	136.094341577107	-0.0352535419144028	14.8482271941461	67.6088192493246	50.872426386267	10510566	76.6	21	4	19.5	6.4	74.9999972114786	3137	1328	2835856	26.981	0.116823082084743	7269	691.589777372598	8	7	78870	8	247	611	110	31	15.5	17	17	413	50.4	97	7674710	73.019	-0.0913883928723068
"Denmark"	"DNK"	4.1192	55.1995169729571	28.7104702551165	26.4890467178406	7	0.2	795	745	6	6.05	84.26	4	3	3	2333871	1879265	33.3192144086079	-0.197856145519459	-677385204.194261	342362478767.505	1.08841956497687	60707.2493654219	0.646876460296994	94	90	99.6	99.6	99.6	100	100	100	7.1	95.99	62.7000007629395	61.2999992370605	62	75.6999969482422	58.7000007629395	80.599998474121	66.3000030517578	78.1999969482422	62.4000015258789	47.6880435873864	2918459	42430	0.0107099425231464	9300	7	110933868350	1.08087e+11	0.45997705552009	89.344218361135	99309360500	95438611800	0.020774820197039	87.1260421036426	7104253	125.957823361791	3	2.6	3.6	4	18.4990735623216	132.914565166156	0.437745717734919	17.0677393025801	64.4331871350984	50.3683880303154	5639565	7.8	7	3	39.1	0	88.5369503182598	17785	12	704833	12.498	-0.976442585017317	11735	2080.83424874082	4	8	43090	10	64	410	38	4	5.5	6	5	130	26	73	4934732	87.502	0.641377937324832
"Djibouti"	"DJI"	21.8254	59.0175537938845	6.53639254290443	52.48116125098	4	175.2	885	910	0	6.36	43.94	5	5	169	20102	21912	2.47226431294588	9.62842795591709	152998238.8125	1589026157.8836	6.00019432397339	1813.59656630259	4.59439792046842	78	71	47.4	5.1	59.8	90	64.7	97.4	619	10.71	41	48.7000007629395	44.9000015258789	38.7000007629395	36.5	71	68	54.9000015258789	52.2999992370605	34.8896597775281	307005	23180	0.732466845920589	140	237	124440038.312827	552457124.1	84.545011336376	10.1557073424214	805953657.965359	4232424513	63.4749475874104	34.7514866683161	287049	32.3868655881162	55.8	34.2	67.4	52	4.11048490368352	37.7987057808456	1.33509343245264	33.0033760417451	62.8861390545714	49.7784686603346	876174	0	17	6	12.7	0.3	53.6764705882353	20530	880	199224	22.738	1.00136284432953	9	10.2719322874224	7	1	23200	36	111	1225	125	39	14	20	18	82	37.6	41	676950	77.262	1.4335216638913
"Dominican Republic"	"DOM"	98.4344	58.1426510452198	10.296486420645	47.8461646245748	5	16.9	1040	1145	8	11.35	60.77	4	5	90	599996	1226109	11.6451168843553	3.71902262297703	2385300000	64137819040.4929	7.34087836586743	6163.57585665162	6.05625704060229	91	88	83.6	75.1	86	85	81.7	85.9	60	49.58	42.2000007629395	61	51.7000007629395	55.9000015258789	51.4000015258789	82.6999969482422	78.5	69.1999969482422	64.9000015258789	40.0875208112447	4710194	48320	0.267658777170733	370	98	9.89e+09	10253599994	6.28296186928731	68.4801167275523	1.73e+10	19084316490	2.34975861048749	73.9988593351477	8303536	78.8638263591996	26.2	22.1	31.5	210	6.51088517398183	215.354780629139	1.20398696153206	30.2550667440712	63.234048081947	50.1548970621884	10405943	63.1	13	6	20.8	38.1	65.4777089501642	608	349	2282960	21.939	-3.16167747963264	294	28.2530857607042	7	1	48670	7	184	460	82	45	14.5	8	10	316	43.2	71	8122983	78.061	2.46606205447086
"East Asia & Pacific (all income levels)"	"EAS"	21.3050427283311	41.4447560563549	13.1353550656741	27.8130517279259	5.82758620689655	24.6586206896552	867.9	901.762068965517	4.06896551724138	7.81528912500386	63.491724137931	5.75862068965517	6.51724137931035	84.6896551724138	317177182	426420029	18.5875560440854	2.8443119663288	611633291849.754	21452948649513.3	3.5829855508708	9475.34962879974	2.88699170005859	92.6122532011234	93.5230029458668	76.4280883630478	63.6372904705872	86.6688021027689	93.5586162078931	89.0311765442973	97.3083861798724	134	46.8912750395826	50.2664384110905	57.5825150443533	54.0779604123346	67.6642964015745	61.3450836522253	84.2058926903271	78.5858514129447	76.0964876275125	70.0397522021424	43.457484146867	1259484322	24386984.3	0.111956827213995	890	62	6037902378969.09	5999625120938.01	0.706925911875393	60.696820669474	5735247305366.63	5700829693595.34	3.2810592935601	60.6213418712929	2366462293	103.170722910394	14.8024072437836	8.93455017225377	17.8547089268661	19000	9.31926425926921	92.8396833797937	0.676464380299109	19.7327881439523	70.9479432350025	49.1774287430024	2264079901	31.3689655172414	14.1379310344828	5.23076923076923	18.6234053367217	9.52068965517241	78.5031155000584	525619	785144	992152041	44.2789038204089	-1.40373964297433	297681	131.486517347661	7.13793103448276	6.37931034482759	24825178.3	23.9655172413793	131.362068965517	518.820689655172	75.8344827586207	63.8038461538462	29.6758620689655	18.6896551724138	19.8275862068966	202.879310344828	34.9620689655172	66	1248535860	55.7210961795911	2.40233001529624
"East Asia & Pacific (developing only)"	"EAP"	22.6900783182469	40.1079060201641	11.3329432501327	28.435321712015	4.95238095238095	32.2571428571429	913.8	947.371428571429	2.95238095238095	8.07688804834658	57.477619047619	6.47619047619048	7.19047619047619	108.857142857143	241741626	301414177	14.6918643334545	2.77902782674599	349997479841.603	12609716376487.1	6.74572319882584	6240.40375063742	5.97527552866704	92.3117225205962	93.2769754534013	74.0116123186121	62.8698544881356	84.2994313919941	93.0445079389458	88.8931819434436	96.8318077051168	144	42.1320603778734	50.8454615451675	58.8932786965504	55.0400696136323	68.0942949539638	62.6527290539162	84.4263009192116	79.451866610928	76.4328639603651	71.1624759386277	43.5010433620294	1145225691	15913941	0.12071589714817	830	65	3238489053954	3246585439296.61	0.573080709526523	69.9365316226909	2846140724723.24	2865487950840.34	6.16104760626832	63.8289172884405	2061189072	100.476563324695	15.6	9.4	18.8	19000	8.10838047677921	126.974024661773	0.727006998863985	20.3446185287425	71.5469961578304	48.9800347984101	2020657137	13.0904761904762	15.3809523809524	5.38888888888889	19.0145386904762	10.452380952381	79.1950972895869	484782	784268	970933085	48.0503627454904	-1.36469931143985	17891	8.85454960824396	7.85714285714286	6.19047619047619	16270863	28.7619047619048	146.166666666667	584.990476190476	85.5	72.1888888888889	34.4952380952381	22.047619047619	24.0952380952381	220.666666666667	36.0238095238095	65	1049724052	51.9496372545096	2.74226957842738
"Ecuador"	"ECU"	76.1726	55.9478029561693	10.1963120890634	45.7514908671059	2	24	1535	1520	8	5.91	57.14	7	6	114	1248970	2441690	15.2772232667989	0.766074195918536	773101946.091118	100917372000	3.67498213973248	6345.84072505948	2.09990682745089	83	85	84.7	80.7	87	86.9	75.5	93.4	54	43	41.4000015258789	60.7999992370605	51.2999992370605	58.2000007629395	55	85.599998474121	82.6999969482422	71.9000015258789	68.6999969482422	40.3855353143773	7720071	248360	0.180527729891107	550	66	25732272000	25721730719	0.266311939691526	74.1853698977759	27739492442.983	27515436938	0.460282445397379	57.8654786361438	16605737	103.899164782894	19	11.1	22.3	220	6.53828517990034	64.0317120309228	1.53090212522316	29.3376950491344	64.1240197709653	49.9995598291533	15902916	73	15	7	41.6	0	66.5054438084463	53817	805	5802020	36.484	0.935155496376854	548	34.4590891381178	13	1	256370	8	114	588	74	38	55.5	19	24	654	33	60	10100896	63.516	1.87471455240757
"El Salvador"	"SLV"	65.5554	55.2948481225658	12.409845577418	42.8850025451478	3	43.9	1045	1035	7	11.75	59.94	7	7	97	318915	948000	14.8502009476559	1.8868519378308	474801761.07993	25163700000	1.95194415299753	4119.99202319169	1.65044699264118	93	94	74.2	58.9	82	93.1	85.1	97.2	41	29.7	34.4000015258789	64.1999969482422	49.2999992370605	51.4000015258789	48.0999984741211	82.3000030517578	79	65.599998474121	62.2000007629395	42.1885142440088	2749893	20720	0.113748607652352	880	54	5272800000	5272354227	0.0124560485074555	53.9557930579083	10513100000	10510257693	1.16435640851608	57.5231296662366	9194242	144.025676436052	14.9	8.6	17.4	58	7.9911508510724	294.773455598456	0.296162907552657	27.6152126510346	64.393636497893	53.0107375829812	6107706	32	25	5	27.4	28.2	60.8860740178748	35	10965	2061045	33.745	-1.11628365958818	135	22.1032250078835	8	3	21040	53	108	786	65	31	16.5	13	10	320	38.7	87	4046661	66.255	1.02329173011166
"Equatorial Guinea"	"GNQ"	109.7974	73.2683925574916	4.95920973478412	68.3091828227075	7	99	1390	1600	2	6.13	40.06	7	6	178	3881	15110	1.94200711769386	12.4470936728641	1.933e+09	15529729676.6886	-0.304094543704878	18918.2768313328	-3.19495213956323	24	44	74.5	71	79.9	47.8	31.5	72.5	162	18.86	63.7999992370605	87.9000015258789	75.9000015258789	82.099998474121	80.6999969482422	93.9000015258789	92.1999969482422	88.1999969482422	86.6999969482422	44.8318813148885	431124	28050	1.69890903732035	59	351	1.16e+10	10906378263	46.890702329623	53.109297670377	6.5e+09	2620163024	30.6780807951349	69.3219192048651	516540	66.3881109578812	70.3	33.7	97.4	100	2.86215486943969	29.2650623885918	2.94254672400063	39.4239144338123	57.713930696748	48.7339883174866	820885	0	13	6	24	5.1	87.527114554618	0	174	494534	60.244	2.68882982479513	3	3.65459229977402	18	6	28050	46	144	475	106	23	135	29	44	492	47.1	88	326351	39.756	3.32824608975303
"Estonia"	"EST"	13.6678	52.3280367448651	28.2257568887925	24.1022798560726	8	1.4	765	795	7	5.65	79.27	3	4	16	351339	407289	31.7259853977072	5.93208403269159	1571122013.59159	26485161115.9446	2.90653716670559	20161.581794126	3.24745822966364	93	93	97.2	96.6	97.5	99.6	99	100	20	84.24	36.7000007629395	44	40.5	72.1999969482422	56.2999992370605	79.1999969482422	69.099998474121	75.599998474121	62.0999984741211	49.0597745439401	686697	42390	0.0155261072331526	6400	9	16044427350	15537567600	0.529840977168138	92.8942790247297	18169230250	17619357500	0.034618174924937	92.5988226301669	2062864	160.687848533734	2.5	1.7	3.2	1	18.5295885209196	30.9895022410946	-0.330744376877774	15.8226352621898	65.6477762168905	53.2471054996836	1313645	34.2	10	3	19	0	81.4761222580137	90	339	425332	32.378	-0.0244484984197865	1218	927.191136113638	4	7	45230	8	102	425	91	17.5	4.5	6	5	81	49.4	88	888313	67.622	-0.477070029310187
